IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
34.69.150.180,443,443,true,ORD,North America,US,Chicago,356,8.14
34.22.142.117,443,443,true,CDG,Europe,FR,Paris,461,7.96
35.196.72.166,443,443,true,ATL,North America,US,Atlanta,301,7.53
35.200.238.235,443,443,true,BOM,Asia Pacific,IN,Mumbai,265,6.96
35.204.231.100,443,443,true,AMS,Europe,NL,Amsterdam,373,6.84
34.175.202.195,443,443,true,MAD,Europe,ES,Madrid,321,6.04
35.228.36.82,443,443,true,ARN,Europe,SE,Stockholm,279,5.81
34.89.91.99,443,443,true,LHR,Europe,GB,London,329,5.74
35.189.99.124,443,443,true,LHR,Europe,GB,London,264,5.31
34.89.91.99,443,443,true,LHR,Europe,GB,London,321,5.27
34.105.233.161,443,443,true,LHR,Europe,GB,London,211,5.27
34.147.231.33,443,443,true,LHR,Europe,GB,London,229,5.17
34.105.189.25,443,443,true,LHR,Europe,GB,London,306,5.14
34.105.189.25,443,443,true,LHR,Europe,GB,London,310,4.96
35.200.238.235,443,443,true,BOM,Asia Pacific,IN,Mumbai,226,4.02
34.147.196.2,443,443,true,LHR,Europe,GB,London,347,3.80
34.88.63.160,443,443,true,FRA,Europe,DE,Frankfurt,186,1.81
34.64.113.158,8080,443,true,ICN,Asia Pacific,KR,Seoul,151,1.55
34.117.236.246,80,80,false,SIN,Asia Pacific,SG,Singapore,17,0.00
34.49.199.30,80,80,false,SIN,Asia Pacific,SG,Singapore,28,0.00
34.117.121.106,80,80,false,SIN,Asia Pacific,SG,Singapore,38,0.00
34.126.186.208,8080,80,false,SIN,Asia Pacific,SG,Singapore,39,0.00
34.160.158.0,80,80,false,SIN,Asia Pacific,SG,Singapore,57,0.00
35.187.229.127,80,8080,false,SIN,Asia Pacific,SG,Singapore,58,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,61,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,61,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,68,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,86,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,87,0.00
34.111.135.19,80,80,false,SIN,Asia Pacific,SG,Singapore,95,0.00
34.160.158.0,80,80,false,SIN,Asia Pacific,SG,Singapore,96,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,108,0.00
34.126.186.208,8080,80,false,SIN,Asia Pacific,SG,Singapore,110,0.00
34.126.186.208,8080,80,false,SIN,Asia Pacific,SG,Singapore,111,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,112,0.00
34.111.103.7,80,80,false,SIN,Asia Pacific,SG,Singapore,117,0.00
34.160.118.77,80,80,false,SIN,Asia Pacific,SG,Singapore,118,0.00
34.93.226.165,80,80,false,BOM,Asia Pacific,IN,Mumbai,118,0.00
34.82.160.116,80,80,false,SEA,North America,US,Seattle,157,0.00
34.82.160.116,80,80,false,SEA,North America,US,Seattle,158,0.00
34.111.103.7,80,80,false,SIN,Asia Pacific,SG,Singapore,160,0.00
34.82.160.116,443,80,false,SEA,North America,US,Seattle,161,0.00
34.141.221.33,2083,80,false,AMS,Europe,NL,Amsterdam,161,0.00
34.141.248.249,2083,80,false,AMS,Europe,NL,Amsterdam,161,0.00
34.141.221.33,2095,80,false,AMS,Europe,NL,Amsterdam,161,0.00
34.82.160.116,443,80,false,SEA,North America,US,Seattle,162,0.00
34.141.221.33,2052,80,false,AMS,Europe,NL,Amsterdam,162,0.00
34.147.101.117,2095,80,false,AMS,Europe,NL,Amsterdam,162,0.00
34.141.248.249,2087,80,false,AMS,Europe,NL,Amsterdam,162,0.00
34.82.160.116,80,80,false,SEA,North America,US,Seattle,162,0.00
34.147.101.117,2087,80,false,SYD,Oceania,AU,Sydney,163,0.00
34.147.101.117,2087,80,false,SYD,Oceania,AU,Sydney,163,0.00
34.141.248.249,2052,80,false,AMS,Europe,NL,Amsterdam,163,0.00
34.147.101.117,2083,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.141.248.249,2096,80,false,AMS,Europe,NL,Amsterdam,164,0.00
35.197.89.213,80,80,false,SEA,North America,US,Seattle,164,0.00
34.141.248.249,2086,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.147.101.117,2086,80,false,AMS,Europe,NL,Amsterdam,164,0.00
34.141.248.249,2082,80,false,AMS,Europe,NL,Amsterdam,164,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,165,0.00
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,165,0.00
34.147.101.117,2053,80,false,AMS,Europe,NL,Amsterdam,165,0.00
34.147.101.117,2082,80,false,AMS,Europe,NL,Amsterdam,166,0.00
34.120.230.33,80,80,false,SIN,Asia Pacific,SG,Singapore,166,0.00
34.82.160.116,443,80,false,SEA,North America,US,Seattle,166,0.00
34.141.248.249,2053,80,false,AMS,Europe,NL,Amsterdam,168,0.00
34.82.160.116,443,80,false,SEA,North America,US,Seattle,168,0.00
34.141.221.33,2086,80,false,AMS,Europe,NL,Amsterdam,168,0.00
34.147.101.117,2052,80,false,AMS,Europe,NL,Amsterdam,169,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,IN,Mumbai,169,0.00
35.200.202.118,80,80,false,BOM,Asia Pacific,IN,Mumbai,169,0.00
34.82.160.116,80,80,false,SEA,North America,US,Seattle,171,0.00
34.147.101.117,2096,80,false,AMS,Europe,NL,Amsterdam,174,0.00
34.141.221.33,2096,80,false,AMS,Europe,NL,Amsterdam,176,0.00
34.147.101.117,2053,80,false,AMS,Europe,NL,Amsterdam,177,0.00
34.141.221.33,2082,80,false,AMS,Europe,NL,Amsterdam,178,0.00
34.147.101.117,2082,80,false,AMS,Europe,NL,Amsterdam,179,0.00
34.147.82.194,2053,80,false,AMS,Europe,NL,Amsterdam,181,0.00
34.168.18.80,80,80,false,SEA,North America,US,Seattle,181,0.00
34.147.101.117,2083,80,false,AMS,Europe,NL,Amsterdam,183,0.00
34.147.101.117,2096,80,false,AMS,Europe,NL,Amsterdam,184,0.00
34.147.101.117,2095,80,false,AMS,Europe,NL,Amsterdam,186,0.00
34.141.221.33,2053,80,false,AMS,Europe,NL,Amsterdam,187,0.00
34.141.221.33,2087,80,false,AMS,Europe,NL,Amsterdam,195,0.00
35.232.39.116,80,80,false,DFW,North America,US,Dallas,205,0.00
35.202.49.74,80,80,false,ORD,North America,US,Chicago,205,0.00
34.44.121.135,8080,80,false,ORD,North America,US,Chicago,205,0.00
