IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
20.221.32.145,443,443,true,ORD,North America,US,Chicago,410,10.37
20.14.73.143,2053,8443,true,LAX,North America,US,Los Angeles,200,10.28
51.145.238.40,2053,443,true,AMS,Europe,NL,Amsterdam,205,10.25
20.82.142.108,8443,443,true,DUB,Europe,IE,Dublin,393,9.76
20.33.30.36,2083,443,true,LAX,North America,US,Los Angeles,390,9.73
4.182.90.213,443,443,true,FRA,Europe,DE,Frankfurt,344,9.73
13.67.136.12,443,443,true,ORD,North America,US,Chicago,272,9.33
74.249.233.213,443,443,true,ORD,North America,US,Chicago,247,9.30
20.121.115.188,443,443,true,IAD,North America,US,Ashburn,504,8.89
4.255.56.138,443,443,true,IAD,North America,US,Ashburn,290,8.84
4.255.56.137,443,443,true,IAD,North America,US,Ashburn,375,8.71
20.25.205.37,2053,443,true,ORD,North America,US,Chicago,385,8.64
130.0.239.147,2053,443,true,KBP,Europe,UA,Kyiv,212,8.48
20.25.205.37,8443,443,true,ORD,North America,US,Chicago,474,8.34
20.220.29.122,8443,443,true,YYZ,North America,CA,Toronto,380,8.31
20.151.90.208,8443,443,true,YYZ,North America,CA,Toronto,339,8.28
158.23.81.224,2053,443,true,LAX,North America,US,Los Angeles,309,8.27
130.0.239.147,8443,443,true,KBP,Europe,UA,Kyiv,243,8.25
20.228.249.211,2053,443,true,IAD,North America,US,Ashburn,370,8.25
20.151.63.165,8443,443,true,YYZ,North America,CA,Toronto,323,8.16
158.23.81.224,8443,443,true,LAX,North America,US,Los Angeles,345,8.13
20.220.29.122,2053,443,true,YYZ,North America,CA,Toronto,351,8.10
20.36.131.211,443,443,true,IAD,North America,US,Ashburn,414,8.08
20.200.127.8,8443,443,true,YYZ,North America,CA,Toronto,325,8.02
20.151.238.192,8443,443,true,YYZ,North America,CA,Toronto,246,8.00
20.228.249.211,8443,443,true,IAD,North America,US,Ashburn,382,7.96
20.84.117.28,443,443,true,IAD,North America,US,Ashburn,450,7.91
48.217.34.120,443,443,true,IAD,North America,US,Ashburn,419,7.84
20.127.201.36,443,443,true,IAD,North America,US,Ashburn,399,7.82
20.185.45.204,443,443,true,IAD,North America,US,Ashburn,261,7.81
